stark,star1,star2,star3,totexpk,treadssk,tmathssk,totexp1,treadss1,tmathss1,totexp2,treadss2,tmathss2,treadss3,tmathss3,totexp3,schidkn,schid1n,schid2n,schid3n,tscorek,tscore1,tscore2,tscore3,sck,sc1,sc2,sc3,rak,ra1,ra2,ra3,white,black,other,boy,freelunk,freelun1,freelun2,freelun3
yes,yes,no,no,8,398,429,7,430,474,,,,,,,16,33,,,827,904,,,0,0,,,0,1,,,0,1,0,0,1,1,,
yes,yes,yes,yes,1,440,506,4,571,584,4,566,607,618,603,7,20,20,20,20,946,1155,1173,1221,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
yes,no,no,yes,13,,,,,,,,,654,655,8,50,,,50,,,,1309,0,,,0,0,,,0,1,0,0,0,0,,,0
yes,yes,yes,yes,12,418,423,13,469,490,16,521,554,567,554,10,8,8,8,8,841,959,1075,1121,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1
no,no,yes,yes,,,,,,,15,579,561,559,601,15,,,77,77,,,1140,1160,,,0,0,,,1,1,1,0,0,1,,,0,0
no,yes,yes,no,,,,27,497,474,,569,515,,,,,19,19,,,971,1084,,,0,0,,,1,1,,0,1,0,1,,1,1,
yes,yes,yes,yes,20,472,494,20,536,584,11,,,644,636,13,3,3,3,3,966,1120,,1280,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
yes,no,no,no,27,,,,,,,,,,,,40,,,,,,,,1,,,,0,,,,1,0,0,0,1,,,
yes,no,no,no,14,,,,,,,,,,,,74,,,,,,,,1,,,,0,,,,1,0,0,0,1,,,
yes,yes,yes,yes,10,425,536,35,451,481,32,586,522,595,571,18,30,30,30,30,961,932,1108,1166,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1
yes,no,no,no,24,410,513,,,,,,,,,,44,,,,923,,,,0,,,,0,,,,0,1,0,1,1,,,
yes,yes,yes,yes,22,467,559,9,629,653,first year teacher,627,599,,,7,76,77,77,77,1026,1282,1226,,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
yes,no,no,no,15,522,602,,,,,,,,,,41,,,,1124,,,,0,,,,0,,,,1,0,0,0,0,,,
yes,yes,yes,no,1,427,473,21,530,502,2,579,556,,,,14,14,14,,900,1032,1135,,0,0,0,,1,0,0,,0,1,0,0,1,1,1,
no,no,yes,yes,,,,,,,2,,,578,540,5,,,33,33,,,,1118,,,0,0,,,0,1,0,1,0,0,,,1,1
yes,yes,yes,yes,13,,,21,579,510,14,618,554,641,626,9,79,79,79,79,,1089,1172,1267,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
yes,no,no,no,1,463,547,,,,,,,,,,60,,,,1010,,,,1,,,,0,,,,1,0,0,1,0,,,
no,no,yes,yes,,,,,,,4,545,572,592,626,19,,,24,24,,,1117,1218,,,0,0,,,0,0,0,1,0,0,,,0,1
no,no,yes,yes,,,,,,,17,,,620,594,13,,,75,75,,,,1214,,,1,1,,,0,0,1,0,0,1,,,0,0
yes,yes,no,no,9,419,444,2,494,472,,,,,,,1,1,,,863,966,,,0,0,,,1,0,,,0,1,0,0,1,1,,
yes,yes,no,no,2,393,429,31,419,465,,,,,,,71,71,,,822,884,,,0,0,,,1,1,,,1,0,0,1,1,0,,
yes,yes,yes,yes,15,463,536,13,629,562,15,608,570,612,620,21,7,7,7,7,999,1191,1178,1232,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
no,yes,yes,yes,,,,17,468,532,28,582,596,616,618,1,,48,48,48,,1000,1178,1234,,0,0,0,,0,0,0,1,0,0,0,,1,,1
yes,yes,yes,yes,6,393,454,5,459,470,1,542,528,616,586,23,16,16,16,16,847,929,1070,1202,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1
yes,yes,yes,yes,13,461,454,17,604,518,9,618,565,680,616,9,50,50,50,50,915,1122,1183,1296,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
yes,no,no,no,3,382,405,,,,,,,,,,32,,,,787,,,,0,,,,0,,,,0,1,0,1,1,,,
no,yes,yes,no,,,,7,456,510,12,559,577,,,,,48,48,,,966,1136,,,0,0,,,1,1,,1,0,0,1,,,,
no,yes,no,no,,,,8,468,510,,,,,,,,53,,,,978,,,,0,,,,0,,,1,0,0,0,,1,,
yes,yes,yes,yes,7,433,484,12,509,510,11,584,590,593,622,18,61,61,61,61,917,1019,1174,1215,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,
yes,yes,yes,no,4,460,500,8,482,493,9,530,536,,,,13,13,13,,960,975,1066,,1,1,1,,0,0,0,,0,1,0,1,1,1,,
yes,yes,yes,yes,3,428,484,2,564,572,29,669,639,680,663,11,56,56,56,56,912,1136,1308,1343,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
yes,yes,yes,yes,12,,,16,501,526,18,593,593,636,655,14,79,79,79,79,,1027,1186,1291,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
no,yes,no,no,,,,1,483,532,,,,,,,,37,,,,1015,,,,0,,,,0,,,1,0,0,1,,0,,
no,yes,no,no,,,,15,488,532,,,,,,,,63,,,,1020,,,,1,,,,0,,,1,0,0,0,,1,,
yes,yes,yes,yes,10,467,489,9,465,538,2,562,577,597,593,19,68,68,68,68,956,1003,1139,1190,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1
yes,no,no,no,6,403,405,,,,,,,,,,28,,,,808,,,,1,,,,0,,,,0,1,0,1,1,,,
yes,no,no,no,14,,,,,,,,,,,,42,,,,,,,,0,,,,0,,,,1,0,0,1,0,,,
no,yes,yes,no,,,,4,430,433,30,,,,,,,32,32,,,863,,,,0,0,,,0,0,,0,1,0,1,,1,,
no,no,no,yes,,,,,,,,,,612,616,6,,,,69,,,,1228,,,,1,,,,0,1,0,0,1,,,,0
no,yes,yes,yes,,,,2,457,495,9,524,520,604,631,26,,16,16,16,,952,1044,1235,,0,0,0,,0,0,0,0,1,0,0,,1,1,1
yes,yes,no,no,2,411,478,10,459,518,,,,,,,76,1,,,889,977,,,0,0,,,0,1,,,1,0,0,1,1,1,,
yes,no,no,no,14,532,626,,,,,,,,,,42,,,,1158,,,,0,,,,0,,,,1,0,0,0,0,,,
no,yes,no,no,,,,2,462,532,,,,,,,,44,,,,994,,,,0,,,,1,,,1,0,0,1,,1,,
yes,yes,yes,yes,4,428,454,20,507,500,18,596,587,608,612,17,35,35,35,35,882,1007,1183,1220,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
yes,yes,no,no,4,414,439,2,448,497,,,,,,,80,80,,,853,945,,,0,0,,,0,0,,,0,1,0,0,1,1,,
yes,yes,no,no,14,428,513,39,447,486,,,,,,,1,1,,,941,933,,,1,1,,,0,0,,,1,0,0,1,0,1,,
no,no,no,yes,,,,,,,,,,,,19,,,,41,,,,,,,,0,,,,0,,,,0,,,,0
yes,yes,yes,yes,5,430,520,23,553,627,,627,603,661,726,24,24,24,24,24,950,1180,1230,1387,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
no,no,yes,no,,,,,,,2,539,540,,,,,,19,,,,1079,,,,0,,,,1,,0,1,0,1,,,1,
no,no,yes,yes,,,,,,,19,549,554,593,573,19,,,54,54,,,1103,1166,,,0,0,,,1,1,0,1,0,1,,,1,1
yes,yes,no,no,7,378,418,6,428,446,,,,,,,56,56,,,796,874,,,0,0,,,1,1,,,1,0,0,1,0,,,
no,yes,no,no,,,,26,477,545,,,,,,,,7,,,,1022,,,,1,,,,0,,,0,1,0,1,,1,,
no,no,no,yes,,,,,,,,,,650,642,first year teacher,,,,12,,,,1292,,,,0,,,,0,1,0,0,0,,,,1
yes,yes,yes,yes,6,455,536,6,540,567,4,627,674,661,672,13,71,71,71,71,991,1107,1301,1333,1,1,1,1,0,0,0,0,1,0,0,1,1,0,,1
yes,yes,yes,yes,17,424,489,18,524,542,10,596,565,610,626,22,43,43,43,43,913,1066,1161,1236,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
no,no,yes,yes,,,,,,,6,503,648,,,17,,,38,38,,,1151,,,,0,0,,,1,1,1,0,0,1,,,1,1
no,yes,yes,yes,,,,13,553,510,17,582,543,639,594,15,,51,51,51,,1063,1125,1233,,0,0,1,,0,0,0,0,1,0,1,,1,1,1
yes,yes,yes,yes,13,424,559,11,494,567,13,593,599,631,651,17,55,55,55,55,983,1061,1192,1282,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
yes,yes,yes,yes,4,463,520,8,533,549,18,586,615,578,610,12,63,63,63,63,983,1082,1201,1188,1,1,1,1,0,0,0,0,1,0,0,0,1,,0,0
no,no,no,yes,,,,,,,,,,644,651,26,,,,23,,,,1295,,,,0,,,,0,0,1,0,1,,,,0
yes,no,no,no,5,402,405,,,,,,,,,,29,,,,807,,,,0,,,,0,,,,0,1,0,0,1,,,
no,yes,no,no,,,,12,450,451,,,,,,,,66,,,,901,,,,0,,,,0,,,1,0,0,1,,0,,
no,yes,yes,yes,,,,23,514,549,23,559,530,610,585,21,,3,3,3,,1063,1089,1195,,0,0,0,,0,0,0,1,0,0,0,,1,1,1
yes,no,no,no,12,380,405,,,,,,,,,,52,,,,785,,,,0,,,,0,,,,1,0,0,0,0,,,
no,no,yes,yes,,,,,,,2,560,554,577,622,10,,,23,23,,,1114,1199,,,0,0,,,0,0,0,1,0,0,,,0,0
no,yes,no,no,,,,11,544,549,,,,,,,,57,,,,1093,,,,0,,,,0,,,1,0,0,0,,1,,
yes,no,no,no,5,425,454,,,,,,,,,,29,,,,879,,,,0,,,,0,,,,0,1,0,1,1,,,
no,yes,no,no,,,,2,604,515,,,,,,,,51,,,,1119,,,,0,,,,1,,,1,0,0,0,,0,,
yes,yes,yes,yes,1,450,489,21,604,553,first year teacher,637,607,657,634,first year teacher,14,14,33,33,939,1157,1244,1291,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1
yes,yes,no,no,5,421,478,19,,458,,,,,,,21,21,,,899,,,,0,0,,,1,1,,,1,0,0,1,,,,
no,no,yes,no,,,,,,,11,,,,,,,,65,,,,,,,,1,,,,0,,1,0,0,1,,,1,
no,yes,yes,yes,,,,first year teacher,480,486,12,559,579,612,599,31,,48,48,48,,966,1138,1211,,0,0,0,,1,1,1,1,0,0,0,,1,,1
no,no,no,yes,,,,,,,,,,,,first year teacher,,,,33,,,,,,,,0,,,,0,0,1,0,1,,,,1
yes,yes,yes,yes,1,470,444,11,651,627,2,637,615,670,642,15,73,73,73,73,914,1278,1252,1312,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
yes,yes,no,no,2,425,449,13,499,461,,,,,,,19,19,,,874,960,,,1,1,,,0,0,,,0,1,0,0,1,1,,
yes,yes,yes,yes,1,434,500,24,571,535,11,622,587,,,20,22,22,22,22,934,1106,1209,,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0
no,no,no,yes,,,,,,,,,,606,577,first year teacher,,,,33,,,,1183,,,,0,,,,0,0,1,0,0,,,,1
yes,yes,no,no,11,397,423,11,430,472,,,,,,,60,60,,,820,902,,,1,0,,,0,0,,,1,0,0,0,1,1,,
yes,yes,yes,yes,13,431,484,7,590,538,8,611,570,661,620,15,50,50,50,50,915,1128,1181,1281,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
yes,yes,yes,yes,13,425,444,7,519,526,1,568,541,618,603,7,67,67,67,67,869,1045,1109,1221,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
yes,no,no,no,4,483,528,,,,,,,,,,63,,,,1011,,,,1,,,,0,,,,1,0,0,0,0,,,
no,no,no,yes,,,,,,,,,,608,594,23,,,,16,,,,1202,,,,0,,,,1,0,1,0,0,,,,1
yes,no,no,no,12,395,405,,,,,,,,,,45,,,,800,,,,0,,,,0,,,,0,1,0,0,1,,,
yes,yes,no,no,5,447,459,20,536,507,,,,,,,37,37,,,906,1043,,,0,0,,,0,0,,,0,1,0,0,1,1,,
yes,no,no,no,16,476,513,,,,,,,,,,51,,,,989,,,,1,,,,0,,,,1,0,0,0,0,,,
yes,no,no,no,10,,,,,,,,,,,,27,,,,,,,,0,,,,1,,,,0,1,0,0,1,,,
yes,yes,yes,yes,3,487,547,3,629,578,22,650,590,657,659,first year teacher,10,10,10,10,1034,1207,1240,1316,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
no,no,yes,no,,,,,,,2,,,,,,,,23,,,,,,,,0,,,,0,,,,,,,,1,
no,no,no,yes,,,,,,,,,,614,599,8,,,,77,,,,1213,,,,0,,,,0,1,0,0,0,,,,0
yes,yes,yes,yes,20,427,459,9,651,612,11,659,626,693,678,13,3,3,3,3,886,1263,1285,1371,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0
yes,no,yes,yes,3,443,489,,,,3,614,584,670,655,14,44,,44,44,932,,1198,1325,1,,0,0,0,,0,0,0,1,0,1,1,,1,1
yes,yes,yes,yes,4,458,506,18,490,538,9,533,565,554,568,23,7,7,7,7,964,1028,1098,1122,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
no,no,yes,yes,,,,,,,2,575,584,618,614,15,,,68,68,,,1159,1232,,,0,0,,,1,1,0,1,0,1,,,1,1
yes,yes,yes,no,2,,,31,521,510,19,,,,,,32,32,32,,,1031,,,0,0,0,,0,1,1,,0,1,0,0,1,1,1,
no,yes,yes,no,,,,4,512,526,10,,,,,,,16,16,,,1038,,,,0,1,,,1,0,,0,1,0,0,,1,1,
yes,no,no,no,11,430,494,,,,,,,,,,6,,,,924,,,,0,,,,1,,,,1,0,0,1,1,,,
no,no,yes,yes,,,,,,,5,588,554,618,614,20,,,23,23,,,1142,1232,,,0,0,,,1,1,0,1,0,1,,,0,0
no,no,yes,yes,,,,,,,1,627,611,633,629,24,,,54,54,,,1238,1262,,,1,1,,,0,0,1,0,0,1,,,0,0
yes,yes,yes,yes,6,431,506,3,466,500,4,530,572,562,610,25,27,27,27,27,937,966,1102,1172,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
yes,yes,no,no,1,445,494,38,544,545,,,,,,,16,16,,,939,1089,,,1,1,,,0,0,,,0,1,0,0,1,1,,
no,yes,yes,yes,,,,8,497,507,22,622,639,633,601,15,,4,4,4,,1004,1261,1234,,0,0,0,,0,0,0,1,0,0,1,,0,0,0
yes,yes,no,no,12,402,412,12,439,454,,,,,,,2,2,,,814,893,,,1,1,,,0,0,,,1,0,0,0,1,1,,
yes,no,no,no,15,500,602,,,,,,,,,,51,,,,1102,,,,1,,,,0,,,,1,0,0,0,0,,,
yes,yes,yes,yes,13,460,576,first year teacher,533,567,20,608,582,641,634,28,76,77,77,77,1036,1100,1190,1275,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
yes,yes,yes,yes,5,456,500,23,564,572,,614,611,654,726,24,24,24,24,24,956,1136,1225,1380,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
no,no,yes,no,,,,,,,16,604,603,,,,,,2,,,,1207,,,,1,,,,0,,1,0,0,1,,,1,
no,no,yes,yes,,,,,,,8,571,587,570,622,15,,,63,63,,,1158,1192,,,0,0,,,1,1,1,0,0,1,,,0,0
no,no,yes,no,,,,,,,15,,,,,,,,56,,,,,,,,0,,,,0,,1,0,0,0,,,,
yes,no,no,no,24,422,468,,,,,,,,,,22,,,,890,,,,0,,,,0,,,,0,1,0,0,1,,,
no,no,yes,yes,,,,,,,12,599,546,644,626,19,,,17,17,,,1145,1270,,,0,0,,,0,0,0,1,0,0,,,1,1
no,no,yes,yes,,,,,,,,568,563,,,11,,,24,23,,,1131,,,,0,1,,,1,0,0,1,0,0,,,1,0
no,yes,yes,yes,,,,18,564,562,15,650,659,639,667,12,,46,46,46,,1126,1309,1306,,1,1,1,,0,0,0,1,0,0,1,,0,0,0
yes,yes,yes,yes,4,403,484,2,441,502,22,533,577,559,582,10,39,39,39,39,887,943,1110,1141,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
no,yes,yes,no,,,,24,436,470,11,492,477,,,,,22,22,,,906,969,,,0,0,,,1,1,,0,1,0,0,,1,1,
no,no,yes,no,,,,,,,13,550,559,,,,,,26,,,,1109,,,,0,,,,1,,0,1,0,1,,,1,
yes,yes,no,no,13,451,489,13,590,549,,,,,,,37,37,,,940,1139,,,1,1,,,0,0,,,1,0,0,1,0,0,,
no,yes,no,no,,,,4,469,518,,,,,,,,21,,,,987,,,,1,,,,0,,,1,0,0,1,,1,,
no,no,yes,no,,,,,,,12,593,572,,,,,,34,,,,1165,,,,0,,,,0,,1,0,0,0,,,1,
yes,yes,yes,yes,13,398,405,21,492,529,39,512,559,569,589,6,56,56,56,56,803,1021,1071,1158,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1
no,yes,yes,yes,,,,20,527,578,22,627,599,650,616,8,,9,9,9,,1105,1226,1266,,1,1,1,,0,0,0,1,0,0,0,,0,1,1
no,no,no,yes,,,,,,,,,,590,629,2,,,,47,,,,1219,,,,1,,,,0,1,0,0,0,,,,1
yes,yes,no,no,15,418,478,12,456,477,,,,,,,47,47,,,896,933,,,0,0,,,1,0,,,1,0,0,1,0,0,,
no,no,no,yes,,,,,,,,,,572,583,12,,,,46,,,,1155,,,,0,,,,1,1,0,0,1,,,,1
no,yes,yes,yes,,,,17,,542,26,,,,645,14,,70,70,70,,,,,,0,0,0,,1,1,1,1,0,0,0,,1,1,1
yes,no,yes,yes,10,,,,,,26,,,,711,14,70,,70,70,,,,,0,,0,0,0,,1,1,1,0,0,0,0,,0,1
no,no,yes,yes,,,,,,,first year teacher,,,,,17,,,31,31,,,,,,,0,0,,,1,1,0,1,0,1,,,1,1
yes,yes,yes,yes,12,403,429,2,468,486,9,552,530,559,562,28,20,20,20,20,832,954,1082,1121,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0
yes,no,no,no,10,416,444,,,,,,,,,,18,,,,860,,,,0,,,,0,,,,0,1,0,1,1,,,
yes,yes,yes,no,5,413,494,11,454,468,14,506,536,,,,60,60,60,,907,922,1042,,0,0,1,,1,0,0,,1,0,0,1,1,1,1,
no,no,yes,yes,,,,,,,31,650,615,647,684,7,,,69,69,,,1265,1331,,,0,0,,,0,0,1,0,0,1,,,1,1
yes,yes,yes,yes,14,461,459,4,505,472,14,573,561,597,601,33,32,32,32,32,920,977,1134,1198,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1
yes,yes,yes,yes,4,451,454,18,571,510,15,618,582,644,614,12,46,46,46,46,905,1081,1200,1258,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0
yes,yes,yes,yes,6,437,547,16,548,572,8,573,587,602,629,12,69,69,69,69,984,1120,1160,1231,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0
no,no,yes,yes,,,,,,,12,650,593,580,614,22,,,36,36,,,1243,1194,,,0,0,,,0,0,1,0,0,0,,,,0
no,no,no,yes,,,,,,,,,,670,678,3,,,,68,,,,1348,,,,1,,,,0,0,1,0,0,,,,1
no,no,no,yes,,,,,,,,,,573,594,22,,,,24,,,,1167,,,,0,,,,1,0,1,0,0,,,,1
yes,yes,yes,yes,12,437,528,16,553,572,8,604,659,604,642,15,63,63,63,63,965,1125,1263,1246,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
no,no,no,yes,,,,,,,,,,557,543,8,,,,17,,,,1100,,,,1,,,,0,0,1,0,1,,,,0
yes,yes,yes,yes,16,474,602,11,651,567,7,659,699,665,678,6,69,69,69,69,1076,1218,1358,1343,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
yes,no,no,no,9,398,444,,,,,,,,,,53,,,,842,,,,0,,,,1,,,,0,1,0,1,1,,,
yes,no,no,no,17,424,468,,,,,,,,,,16,,,,892,,,,0,,,,1,,,,0,1,0,1,1,,,
yes,no,no,no,3,436,513,,,,,,,,,,43,,,,949,,,,0,,,,0,,,,1,0,0,0,0,,,
yes,yes,no,no,1,413,473,13,571,567,,,,,,,37,37,,,886,1138,,,1,1,,,0,0,,,1,0,0,0,1,1,,
no,yes,yes,yes,,,,20,490,493,first year teacher,568,599,612,610,2,,65,65,65,,983,1167,1222,,0,1,1,,1,0,0,1,0,0,1,,0,0,0
yes,yes,yes,yes,first year teacher,403,473,first year teacher,465,515,7,550,535,590,626,25,32,32,32,32,876,980,1085,1216,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1
no,no,yes,yes,,,,,,,17,,,654,636,10,,,8,8,,,,1290,,,1,1,,,0,0,1,0,0,0,,,0,0
no,yes,yes,yes,,,,13,590,592,20,669,615,647,642,19,,74,74,74,,1182,1284,1289,,0,0,0,,1,1,1,1,0,0,0,,0,0,0
yes,yes,yes,yes,13,425,547,17,533,553,28,643,639,639,659,1,48,48,48,48,972,1086,1282,1298,0,0,0,0,1,0,0,0,1,0,0,0,1,1,,1
yes,yes,yes,yes,3,403,473,4,497,493,7,526,525,592,585,25,32,32,32,32,876,990,1051,1177,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
no,yes,yes,no,,,,2,,,19,,,,,,,47,47,,,,,,,0,0,,,1,1,,1,0,0,1,,1,0,
yes,yes,no,no,4,414,454,7,438,446,,,,,,,48,48,,,868,884,,,0,0,,,0,1,,,1,0,0,1,1,1,,
yes,yes,yes,yes,2,460,500,23,651,578,8,637,620,,,16,34,34,34,34,960,1229,1257,,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
no,no,yes,no,,,,,,,35,,,,,,,,27,,,,,,,,0,,,,1,,0,1,0,0,,,1,
no,no,yes,yes,,,,,,,14,586,615,614,636,30,,,54,54,,,1201,1250,,,0,0,,,0,0,1,0,0,1,,,1,1
no,yes,yes,no,,,,11,536,515,7,,,,,,,69,69,,,1051,,,,0,1,,,0,0,,1,0,0,1,,0,0,
yes,yes,yes,yes,2,402,423,first year teacher,497,493,7,555,533,608,601,25,32,32,32,32,825,990,1088,1209,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
yes,yes,yes,yes,3,427,513,27,,,9,575,561,612,606,8,58,58,58,58,940,,1136,1218,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
no,yes,yes,yes,,,,2,527,578,12,604,570,606,626,28,,1,1,1,,1105,1174,1232,,0,0,1,,0,0,0,1,0,0,0,,1,1,1
yes,no,no,no,9,393,412,,,,,,,,,,3,,,,805,,,,1,,,,0,,,,1,0,0,0,1,,,
yes,yes,no,no,7,397,449,29,459,458,,,,,,,4,4,,,846,917,,,0,0,,,1,1,,,1,0,0,1,0,0,,
no,yes,yes,yes,,,,15,527,526,3,608,579,639,636,1,,63,63,63,,1053,1187,1275,,1,1,1,,0,0,0,1,0,0,1,,,0,0
no,yes,yes,yes,,,,16,454,472,4,,,,,14,,11,11,11,,926,,,,0,0,0,,1,1,1,0,1,0,0,,1,1,1
yes,yes,yes,yes,9,428,468,20,490,532,15,559,565,587,603,13,49,49,49,49,896,1022,1124,1190,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1
yes,yes,yes,yes,11,448,506,37,448,515,first year teacher,520,552,588,564,17,31,31,31,31,954,963,1072,1152,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1
yes,no,no,no,8,428,500,,,,,,,,,,4,,,,928,,,,0,,,,0,,,,1,0,0,0,0,,,
no,yes,yes,no,,,,8,533,584,17,669,615,,,,,9,9,,,1117,1284,,,0,0,,,1,1,,1,0,0,0,,,0,
no,yes,yes,yes,,,,9,579,545,8,591,593,626,618,15,,63,63,63,,1124,1184,1244,,0,0,0,,1,1,1,1,0,0,1,,0,0,0
no,no,yes,yes,,,,,,,18,602,552,639,588,8,,,17,17,,,1154,1227,,,1,1,,,0,0,0,1,0,1,,,1,1
no,yes,no,no,,,,1,463,500,,,,,,,,40,,,,963,,,,0,,,,0,,,1,0,0,0,,1,,
yes,yes,yes,yes,22,439,463,10,540,535,4,552,557,620,596,4,61,61,61,61,902,1075,1109,1216,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
no,yes,yes,no,,,,8,,,34,,,,,,,62,62,,,,,,,0,0,,,1,1,,1,0,0,1,,0,1,
no,yes,yes,yes,,,,7,527,612,31,582,572,636,645,19,,51,51,17,,1139,1154,1281,,0,0,0,,0,0,0,1,0,0,1,,0,0,1
no,yes,yes,no,,,,20,629,538,8,627,584,,,,,51,51,,,1167,1211,,,0,1,,,1,0,,0,1,0,1,,1,1,
yes,yes,yes,yes,7,440,459,3,482,572,14,566,582,577,593,30,54,54,54,54,899,1054,1148,1170,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
no,yes,yes,yes,,,,2,459,493,first year teacher,538,550,587,577,1,,53,53,53,,952,1088,1164,,1,1,1,,0,0,0,1,0,0,1,,1,1,1
yes,no,yes,yes,,434,478,,,,12,573,620,606,629,31,48,,48,48,912,,1193,1235,0,,0,0,1,,1,1,1,0,0,1,0,,,1
yes,no,no,no,first year teacher,,444,,,,,,,,,,42,,,,,,,,1,,,,0,,,,1,0,0,1,0,,,
yes,yes,yes,yes,8,472,506,18,482,553,6,659,699,633,663,17,38,38,38,38,978,1035,1358,1296,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
yes,yes,no,yes,1,422,468,21,494,512,,,,562,565,30,14,14,,14,890,1006,,1127,0,0,,1,1,0,,0,0,1,0,0,1,1,,1
yes,yes,no,no,18,408,449,1,456,484,,,,,,,25,25,,,857,940,,,0,1,,,0,0,,,1,0,0,1,0,0,,
no,yes,no,no,,,,4,444,436,,,,,,,,32,,,,880,,,,1,,,,0,,,0,1,0,0,,1,,
no,yes,yes,no,,,,13,530,557,6,602,603,,,,,77,77,,,1087,1205,,,0,0,,,0,0,,1,0,0,0,,,1,
no,no,yes,no,,,,,,,6,,,,,,,,57,,,,,,,,0,,,,1,,,,,1,,,0,
yes,no,no,no,11,402,449,,,,,,,,,,15,,,,851,,,,0,,,,0,,,,0,1,0,1,1,,,
no,no,yes,no,,,,,,,first year teacher,,,,,,,,63,,,,,,,,0,,,,0,,,,,0,,,0,
yes,yes,no,no,first year teacher,428,494,10,,553,,,,,,,67,67,,,922,,,,0,0,,,0,1,,,1,0,0,1,0,0,,
yes,yes,yes,yes,10,428,429,3,503,518,4,614,552,620,631,19,24,24,24,24,857,1021,1166,1251,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
yes,no,yes,yes,6,456,506,,,,19,509,530,564,536,first year teacher,13,,13,13,962,,1039,1100,0,,0,0,1,,0,0,1,0,0,0,0,,0,
yes,yes,yes,yes,10,433,468,5,507,542,31,577,540,600,599,8,68,68,68,68,901,1049,1117,1199,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
yes,yes,yes,yes,10,437,484,15,629,584,10,602,565,631,610,13,72,72,72,72,921,1213,1167,1241,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1
yes,yes,yes,yes,19,,,1,629,612,32,586,590,657,684,17,64,64,64,64,,1241,1176,1341,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
no,no,no,yes,,,,,,,,,,578,594,30,,,,54,,,,1172,,,,0,,,,0,1,0,0,1,,,,1
no,yes,yes,yes,,,,7,441,477,8,536,528,,,15,,51,51,51,,918,1064,,,0,0,0,,0,0,0,0,0,1,1,,0,1,1
yes,yes,yes,yes,15,450,494,11,604,526,12,,,612,624,29,36,36,36,36,944,1130,,1236,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
yes,no,no,no,11,398,439,,,,,,,,,,51,,,,837,,,,0,,,,0,,,,1,0,0,0,0,,,
yes,no,no,no,5,425,463,,,,,,,,,,51,,,,888,,,,0,,,,1,,,,1,0,0,1,1,,,
yes,no,no,no,first year teacher,402,439,,,,,,,,,,46,,,,841,,,,0,,,,1,,,,1,0,0,1,0,,,
